id,Date,NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,City,Notes
2814503,7/3/1905,1,N,N,B,M,23,NA,1,1,U,U,New York Police Department,NA,New York,NONE
3302836,2/1/2014,1,N,Y,W,M,U,Disturbance,NA,1,W,M,Kansas City Police Department,NA,Kansas City,NA
2911760,10/7/2010,1,F,Y,L,M,U,NA,NA,2,H;H,M;M,Los Angeles Police Department,"On July 10, 2010, two uniformed Los Angeles Police Officers were driving a black and white police vehicle in the area of Lankershim Boulevard and Cantara Street. At around 6 p.m., officers went in pursuit of a possible DUI driver who was later identified as Javier Rueda. Rueda fled from police and drove to the area of Penrose Street and Claybeck Avenue in Sun Valley. The car chase ended suddenly when he stopped his vehicle and exited with a handgun. Rueda immediately began shooting at the officers, at which time an officer-involved shooting occurred. One officer suffered a gunshot wound and is in stable condition. The second officer suffered a fracture and is also listed in stable condition. Rueda also suffered gunshot wounds and was taken to a local hospital where he was pronounced dead.",LosAngeles,NA
4268723,5/4/2015,1,N,NA,B,M,22,NA,NA,1,B,M,Columbus Police Department,Mr. Davis suffered one (1) gunshot wound to the abdomen.  No organs were struck. It was a through and through.,Columbus,"Shooting, non-fatal"
3631310,5/8/2014,1,F,Y,B,M,U,NA,NA,NA,WHITE;WHITE,MALE;MALE,Cincinnati Police Department,NA,Cincinnati,12:37:00 Police Shooting Death Police Shooting Death
4512501,5/7/2011,1,U,Y,W,M,40,Suicidal Person,2,1,W,M,Memphis Police Department,"Closed 1/6/12. Civilian Spence Astle called Southhaven Police because Jesse Montogomery was threatenign to kill himself and his wife and another man present named Alex. Montogmery left in his red Chevy S-10 . Southhaven Police contacted memphis Police because of his threat of suicide. mr. Astle received a call from Montogmery saying he was"" fucking done"" and then heard a gun being ""racked."" He, David Lively, and Anothony Howelll then left his residence to travel to Montgomery's address in memphis at Titus St. Astle saw four officers at the residence when he arrived. He briefed them and gave them a key. officers saw an empty pill bottle and an empty holster but no one inside. They found him on the floorboard of his SUV. They began knocking on his windows to wake him . he had a Luger-style pistol in his hand with his finger on the trigger. Montgomery told them to ""get the fuck away"" and began walking towards the red Chevy S-10. He did not point the gun at the civilians. When Ofc Quinn arrived there were three squad cars. He drove into the yard. Ofc. Quinn noticied the gun pointed at Montgomery's head. He gave commands to drop the gun, but Montogomery did not comply. Montgomery said he was going home and headed towards the porch. Ofc. Quinn says Montgomery pointed the gun at him and Quinn fired two rounds at Montgomery. The shots wounded Montgomery in the thigh, groin, and forearm. He was taken to the hospital. Ruled justified.",Memphis,"3 officer witnesses, Last known condition of victim: Transported to hosptial in critical condition;Victim armed with handgun"
2717925,9/8/2012,1,U,U,B,M,20-29,NA,NA,2,W;A,M;M,Chicago Police Department,NA,Chicago,NA
4434132,NA,1,N,Y,U,U,U,Sound of Shots,NA,NA,NA,U,Kansas City Police Department,NA,Kansas City,NA
3514105,7/3/1905,1,N,N,W,M,41,NA,10;3,2,U,U,New York Police Department,NA,New York,PHYS FORCE
1079790,NA,1,N,U,B,M,20-29,NA,NA,3,B;W;L,M;M;M,Chicago Police Department,NA,Chicago,Firearm Discharge - No Hits
368110,NA,1,N,N,U,M,U,Crime,NA,2,U,U,Philadelphia Police Department,"On 3/26/12, at approximately 6:11 P.M., officers from the Narcotics Field Unit, arrived at the 6300 block of Edmund Street to purchase narcotics from a known offender. The officers observed the offender, along with a female, inside a Toyota Corolla. Two plainclothes officers identified themselves and told the offender to turn the vehicle engine off. The offender reversed his vehicle, striking an unmarked police vehicle. The offender placed the gear selector in drive and drove forward towards one of the officers. A second officer positioned on the driver’s side of the Toyota, discharged his weapon through the driver’s door window of the Toyota and struck the offender. The offender was admitted to Aria Hospital. Four packets of heroin were recovered from the offender. No weapon was recovered.",Philadelphia,Vehicle as weapon; plainclothes; narcotics
773560,9/4/2015,1,N,Y,U,M,U,NA,NA,3,U,M;M;M,Metropolitan Police Department,NA,Washington DC,NA
1431077,NA,1,N,Y,B,M,19,robbery patrol,NA,2,NA,M;M,Miami-Dade Police Department,NA,MiamiDade,NA
982979,7/22/2014,1,F,N,B,M,19,NA,NA,NA,U,U,Baltimore County Police Department,"An officer observed a stolen car in the area of Philadelphia Road and Apperson Road. The officer attempted to stop the car. The driver fled in the car and the officer gave chase. During the chase, the suspect car hit the police car. The suspects ran from the car. A search for the suspects was done by a K-9 officer. The K-9 officer tracked one of the suspects and attempted to arrest him, but the suspect got away. The K-9 officer again encountered the suspect and fired his weapon during a confrontation with the suspect. The suspect was pronounced dead at the scene.",BaltimoreCounty,NA
4915064,NA,1,N,N,B,U,U,NA,NA,3,W;W;W,M;M;M,Indianapolis Metro Police Department,NA,Indianapolis,N;N(Misc Weapon)
1459702,NA,1,N,N,B,M,38,NA,NA,1,L,M,Houston Police Department,"While executing a search warrant, the suspect ran into a back room, reached into his waistband, and ignored verbal commands given by the officers.  An officer feared the suspect was reaching for a weapon and shot the suspect.  A pellet gun was found near suspect.",Houston,NA
3158689,NA,1,F,N,L,M,U,NA,NA,1,H,M,Los Angeles Police Department,"On December 19, 2015 at approximately 8:00 a.m., members of the public saw a suspect throwing glass bottles at an apartment complex in the 1600 block of West 207th Street. Several individuals attempted to stop the suspect from vandalizing the building, but when they attempted to intervene the suspect began physically fighting with them. A bystander contacted LAPD's 9-1-1 emergency call center and Harbor Area patrol officers were dispatched to the scene. Officers Christopher Eick and Justin Kravetz arrived at the location when the suspect, later identified as Ruben Herrera, confronted them and punched one of the officers in the face. The officers then attempted to handcuff Herrera who continued fighting with the officers by kicking and physically resisting. The officers used a TASER, but were still uble to control the suspect. Herrera then tried to take away one of the officer's handguns. An officer then applied an upper body control hold which ebled the officers to take Herrera into custody. The officers requested a rescue ambulance and Herrera was transported to Harbor UCLA Medical Center for treatment. The arresting officers were also transported to a local hospital due to injuries suffered while taking Herrera into custody. While at the hospital, medical personnel examined Herrera who was handcuffed to a hospital gurney. When the medical personnel cleared Herrera to be transported to jail, Southeast Area officers Alejandro Downey and Joseph Adrag unlocked his handcuff from the gurney and attempted to cuff him behind his back. Herrera, however, began punching and kicking the officers, trying to escape. In addition, Herrera grabbed a heavy metal stool, swung it violently and struck Officer Downey. Both officers attempted to subdue Herrera with their TASERs but he continued to fight, threw the metal stool at them, and then continued punching and kicking both officers. During the violent struggle, Officer Adrag fell onto his back and Herrera then jumped on top of him striking Officer Adrag and attempting to take Officer Adrag's handgun from his holster. Officer Downey continued to use his TASER on Herrera but Herrera continued to fight and then turned and attempted to take Officer Downey's weapon. Officer Downey was eventually able to unholster his weapon and when Herrera attempted to grab the gun again, Officer Downey fired one round from his handgun striking Herrera. Emergency room personnel immediately began lifesaving measures but he later died. The officers were also treated for injuries suffered during the violent struggle with Herrera.",LosAngeles,NA
1538465,NA,1,N,Y,L,M,23,Stolen Vehicle/Aggravated Robbery Apprehension,NA,NA,L,M,San Antonio Police Department,NA,San Antonio,News 4 San Antonio
3328719,NA,1,N,U,W,U,U,NA,NA,2,W;W,M;M,Chicago Police Department,NA,Chicago,Firearm Discharge - No Hits
3953411,NA,1,F,Y,U,U,U,NA,NA,6,NA,M;M;M;M;M;M,St. Louis Metro Police Department,NA,St. Louis,"Handgun, Additional info: http://www.kmov.com/story/28433679/suspects-identified-in-st-louis-police-involved-shooting"
3559478,7/5/1905,1,U,NA,U,U,U,NA,NA,NA,U,U,Detroit Police Department,NA,Detroit,NA
4331525,NA,1,F,Y,W,M,30,NA,NA,1,W,M,Tucson Police Department,NA,Tucson,NA
884366,7/6/1905,1,N,NA,U,U,U,NA,NA,NA,U,U,Newark Police Department,NA,Newark,No hits
3579834,NA,1,N,N,B,M,34,Shoplifting,1,1,W,M,Phoenix Police Department,Ofc's respond to shoplifting. Suspect runs w/out merchandise. Ofc follows in veh. SP get into veh. Ofc contact breaks window ofc arm stuck as SP backs up. Ofc get free and discharged weapon as SP drove in his direction.,Phoenix,Vehicle
4127748,NA,1,N,Y,B,M,U,Crime,5,1,B,U,Chicago Police Department,Gang-related,Chicago,NA
3964263,7/8/1905,1,U,U,U,U,U,NA,NA,1,B,F,Tampa Police Department,NA,Tampa,Employee ID: 50922
2825242,NA,1,F,Y,W,M,42,"Emergencey call, traffic stop, execuition of warrant",NA,2,W;W,M;M,Fort Worth Police Department,NA,Fort Worth,"""Deadly Weapon"" Officer wounded http://www.star-telegram.com/news/local/community/fort-worth/article66192852.html"
4909515,NA,1,N,U,B,M,17,NA,7,1,W,M,Chicago Police Department,NA,Chicago,NA
4513968,7/8/1905,1,N,U,U,U,U,NA,NA,NA,U,U,New York Police Department,NA,New York,2016 data provided by NYPD PIO
1398402,NA,1,N,N,U,U,U,NA,NA,2,W;W,M;M,Albuquerque Police Department,NA,Albuquerque,motorized vehicle
4354417,2/6/2013,1,N,N,B,U,U,NA,NA,1,L,M,Houston Police Department,"An HPD officer was chasing a stolen vehicle, suspect evaded, and one of the suspects pointed a rifle at the officer.  The officer, in fear of his life, shot and missed the suspect.  Suspect arrested and charged.",Houston,NO HITS
272536,NA,1,N,Y,L,M,17,Robbery; suspicious behavior,4,1,W,M,Dallas Police Department,http://dallaspolice.net/reports/OIS/narrative/2013/OIS_2013_136044A.pdf,Dallas,NO HITS
115549,NA,1,N,U,B,U,U,NA,10,1,B,M,Chicago Police Department,NA,Chicago,Antonio Bryant; Tyshawn Reese
3875147,NA,1,N,N,L,M,19,Unknown,NA,1,H,M,San Antonio Police Department,NA,San Antonio,NA
2524786,NA,1,N,U,B,M,U,NA,NA,1,B,M,Los Angeles Police Department,NA,LosAngeles,Hit
1398658,3/5/2014,1,F,Y,B,M,U,NA,NA,1,W,M,Albuquerque Police Department,NA,Albuquerque,NA
4162841,4/4/2015,1,N,U,B,M,30-39,NA,15,2,W;W,M;M,Chicago Police Department,NA,Chicago,NA
4780095,NA,1,F,Y,B,M,U,"BOLO (""Be on the lookout"" alert)",62,5,L;L;L;B;L,M;M;M;M;M,City of Miami Police Department,NA,City of Miami,NA
1597654,11/5/2010,1,N,NA,W,M,24,NA,NA,1,W,M,Columbus Police Department,Andrew Clark was shot (3) times in the left side and was hospitalized.  He has been released and is in jail. 3. Officer Stoneking was stabbed (4) times in the neck and back.  Still off work.,Columbus,NA
1890069,NA,1,N,U,B,M,15,NA,11,1,B,M,Chicago Police Department,NA,Chicago,NA
2149127,3/4/2016,1,F,Y,W,M,25,Suspicious person,>/=4,1,H,M,Austin Police Department,"The concierge at 800 W 5th Street observed a subject on video surveillance as he attempted to burglarize vehicles. The concierge attempted to subdue the subject several times but was unsuccessful. Ofc observed the concierge chasing the subject on foot. Ofc exited his vehicle as the concierge tackled the subject. As Ofc attempted to handcuff the subject, he produced a handgun and shot Ofc. Ofc returned fire , striking and killing the subject.",Austin,NA
4037582,9/1/2010,1,F,Y,W,M,U,NA,NA,1,W,M,Albuquerque Police Department,NA,Albuquerque,NA
2346169,7/5/1905,1,N,N,B,M,49,NA,2,1,U,U,New York Police Department,NA,New York,CUTTING INSTRUMENT
4121874,8/1/2015,1,N,N,U,U,U,Traffic,NA,2,U,U,Philadelphia Police Department,"On Thursday, January 8, 2015, at 11:34 AM, uniformed officers, in a marked police vehicle, stopped a vehicle for a traffic violation. During the course of their investigation, the officers determined that the license plate on the vehicle did not belong on the vehicle. In addition, the operator failed to provide proof of his identity. One of the officers approached the driver side door of the vehicle and asked the offender to exit the vehicle, while opening the driver door. The offender proceeded to place his vehicle in drive and attempted to accelerate; however, the tires of the vehicle spun on the ice. The offender then grabbed the officer’s arm and pulled him into the vehicle, dragging him as the vehicle moved forward. The officer discharged his weapon, missing the offender. The officer then fell to the ground, as the vehicle continued to move forward, running over the officer’s right leg. The offender fled the scene and was later apprehended in the 3100 block of Huntingdon Street. The vehicle was recovered in the 2400 block of Napa Street. There were no injuries as a result of the police discharge. No weapon was recovered.",Philadelphia,No hits
1297764,NA,1,F,Y,B,M,50,Ambush,21,3,L;L;L,M;M;M,Chicago Police Department,NA,Chicago,NA
2860805,7/10/2016,1,N,Y,B,U,U,Shooting,not clear,1,W,M,Denver Police Department,http://www.denverda.org/News_Release/Decision_Letters/2016-14th%20&%20Curtis.pdf,Denver,NA
3026428,NA,1,F,N,U,U,U,NA,17,3,U,U,Atlanta Police Department,NA,Atlanta,hits unknown; vehicle
2877491,5/11/2012,1,N,Y,U,U,U,NA,NA,3,NA,M;M;M,St. Louis Metro Police Department,NA,St. Louis,FIREARM (TYPE NOT STATED)
456702,NA,1,N,N,B,M,25,NA,13,1,L,M,Tampa Police Department,NA,Tampa,Employee ID: 42517
657079,7/3/1905,1,N,NA,U,U,U,NA,NA,NA,U,U,Newark Police Department,NA,Newark,NA
1238347,NA,1,N,N,U,U,U,Animal disturbance,1,1,W,M,Dallas Police Department,http://dallaspolice.net/reports/OIS/narrative/2012/OIS_2012_62683Z.pdf,Dallas,NA
3398828,NA,1,N,Y,W,M,18,Warrant Service,>/=3,2,W;W,M;M,Austin Police Department,"APD SWAT team officers arrived at the subject's residence to execute a search warrant. The presence of SWAT team officers was announced over the loud speaker system as officers were entering the residence. Officers entered the subject's residence and the subject, who was standing on the second floor, fired a rifle at officers striking one officer with a non-fatal injury. The subject was later taken into custody and transported to jail where he was subsequently charged and indicted for Attempted Capital Murder.",Austin,"SWAT Team,"
1431338,NA,1,F,U,L,M,U,NA,NA,1,W,M,Los Angeles Police Department,NA,LosAngeles,Hit
1707997,2/18/2016,1,N,N,W,M,37,NA,NA,NA,U,U,Baltimore County Police Department,"An officer received information about two suspect dealing drugs. The officer observed the two inside a car and stopped the car. After being stopped, the passenger jumped out of the car but was ordered to stop by the officer. The suspect did stop and then turned around to face the officer while moving his hands towards the waistband of his pants. Fearing the suspect was reaching for a gun, the officer fired several shots at the suspect. The suspect was treated at a local hospital.",BaltimoreCounty,NA
2964945,NA,1,F,N,L,M,48,Fight / disorderly conduct,NA,1,H,F,San Antonio Police Department,NA,San Antonio,NA
455078,7/2/1905,1,N,U,U,U,U,NA,NA,NA,NA,U,Las Vegas Metropolitan Police Department,NA,LasVegas,NA
821103,NA,1,F,N,B,M,25,Theft,12,2,W;W,M;M,St. Louis Metro Police Department,"Two St. Louis officers were sent to the Six Stars Market, in the 8700 block of Riverview Boulevard, on a report that a man stole energy drinks and pastries. The officers said he advanced at them with a knife. Each fired six shots, police said. A police department report concluded that Powell was about 15 feet from the closest officer when the first shot was fired and continued toward police for 10 feet before falling. The report estimated that Powell was 1.2 to 2.4 seconds away from that officer when the first shot is heard on a bystander’s cellphone video.",St. Louis,"KNIFE/CUTTING INSTRU (AX, ETC), Mental ilness, Additional info: http://www.stltoday.com/news/local/crime-and-courts/prosecutor-no-charges-against-st-louis-officers-in-fatal-shooting/article_8286d6a1-9a32-5be4-ab8e-6f52503a31c4.html, http://www.stltoday.com/news/local/crime-and-courts/st-louis-police-turn-over-kajieme-powell-shooting-case-to/article_fc0dab65-aa70-5380-b495-e73fd6afefc9.html"
3587783,NA,1,N,N,L,M,30,NA,NA,1,U,U,San Diego Police Department,NA,SanDiego,Knife.
3184458,NA,1,F,U,B,M,U,NA,NA,3,B;W;W,M;M;M,Los Angeles Police Department,NA,LosAngeles,Hit
4875974,7/2/2010,1,N,N,L,M,20,Crowd-control; shooting,6,2,H;H,M;M,Dallas Police Department,http://dallaspolice.net/reports/OIS/narrative/2010/OIS_2010_36033X.pdf,Dallas,NO HITS
4545429,11/8/2010,1,N,N,U,U,U,NA,NA,1,NA,M,St. Louis Metro Police Department,NA,St. Louis,NA
1302837,NA,1,F,Y,B,M,31,Shots fired / shooting,NA,2,W;H,M;M,Fort Worth Police Department,NA,Fort Worth,NA
2474330,NA,1,N,N,B,U,U,Robbery,75,8,L;W;W;W;L;L;L;L,M;M;M;F;M;M;M;M,Chicago Police Department,NA,Chicago,Vehicle as weapon; Leland Dudley; John Givens; David Strong
4271164,NA,1,F,N,B,M,19,NA,3,1,W,M,Chicago Police Department,NA,Chicago,http://www.chicagotribune.com/news/local/breaking/chi-officials-person-struck-in-policeinvolved-shooting-20140824-story.html
364957,NA,1,F,Y,U,M,41,armed abduction,NA,1,U,M,Miami-Dade Police Department,NA,MiamiDade,NA
3036109,7/5/1905,1,U,NA,U,U,U,NA,NA,NA,U,U,Detroit Police Department,NA,Detroit,NA
1072444,7/5/1905,1,N,U,U,U,U,NA,NA,1,U,U,New Orleans Police Department,Officer discharged and missed. Officer not charged criminally. Dismissed,NewOrleans,NO HITS
4550714,NA,1,F,Y,W,M,U,NA,NA,2,W;H,M;M,Albuquerque Police Department,NA,Albuquerque,NA
3113663,1/5/2015,1,N,N,U,U,23,Shots fired / shooting,NA,1,W,M,San Antonio Police Department,NA,San Antonio,Vehicle
4963261,6/9/2013,1,N,U,B,M,17,NA,6,1,B,F,Chicago Police Department,NA,Chicago,NA
4020705,7/10/2014,1,N,U,B,M,40-49,NA,NA,3,W;W;B,M;M;M,Chicago Police Department,NA,Chicago,Firearm Discharge - No Hits
4010632,9/5/2012,1,N,U,B,U,U,NA,NA,1,W,M,Chicago Police Department,NA,Chicago,Firearm Discharge - No Hits
278803,9/1/2013,1,F,N,B,M,24,Breaking and entering,>1,1,W,M,Charlotte-Mecklenburg Police Department,"Patrol officers were dispatched to a breaking and entering call for service at a home. A F had called 911 after a M subject had knocked on the front door to her home. The caller opened the front door, believing it was her husband coming home from work. Once realizing it was not her husband, she immediately closed the door and called 911. The individual stood outside the door for a time and continued to attempt to gain the attention of the homeowner. When officers arrived they discovered the individual, a short distance from the caller's home matching the description provided by the 911 caller. The officers approached individual in an attempt to investigate the original call. Upon their arrival, the individual ran towards the officers. officer 1 deployed his CMPD issued Taser at the individual but it was unsuccessful. The individual continued to run towards officer 2, who had his service weapon drawn. officer 2 discharged several rounds striking the individual multiple times.",CharlotteMecklenburg,NA
3356473,11/12/2010,1,N,N,U,M,U,Crime,NA,1,U,U,Philadelphia Police Department,"On 12/11/10, at 12:15 A.M., a uniformed officer was at 21st Street and Point Breeze Avenue when he heard several gunshots near 21st and Wharton Streets. The officer rode his bicycle to the 1200 block of S. 21st Street and observed three males fighting on the ground. The officer saw one of the males back away and reach toward his waistband. The officer discharged his weapon at this offender. This offender fled north on 21st Street and has not been located. It was determined that one of the other offenders discharged a .45 caliber pistol during the fight. This offender was arrested. The offender’s .45 caliber weapon, loaded with five live rounds, was recovered at the scene.",Philadelphia,No hits
3629869,7/5/1905,1,U,NA,U,U,U,NA,NA,NA,U,U,Detroit Police Department,NA,Detroit,NA
4725825,6/3/2014,1,U,N,U,U,U,NA,NA,1,B,M,Houston Police Department,"An off-duty HPD office was at his home  sleeping when 3 suspects forced entry into his apartment. One of the suspects was holding gun which turned out to be a BB gun. Not knowing that information, the officer feared  for his life and fired three times at the suspect holding the gun. The suspect was pronounced DOA.",Houston,Officer off-duty. One victim was a juvenile so info was protected; same victim armed with BB gun.
3321829,NA,1,N,NA,A,U,U,NA,NA,2,W;W,M:M,Columbus Police Department,"Mr. Satterwhite suffered multiple gunshot wounds from 00 buckshot. (Right arm, right torso, left arm).",Columbus,"Shooting, non-fatal"
4902974,7/7/1905,1,U,N,B,U,U,NA,20,1,U,U,New York Police Department,NA,New York,6; FIREARM- SUBJECT ROBBED UNDERCOVER OFFICER CONDUCTING AN INVESTIGATION INTO FIREARMS SALES
2769134,NA,1,F,Y,W,U,U,NA,NA,1,B,U,Prince George's County Police Department,"Involved Citizen called Public Safety Communications and stated he wanted to kill himself because he was having problems with his wife. He said he wanted the police to kill him and would shoot at the police and make them shoot him. When officers were dispatched to the call, the R had responding officer's stage at Adams Funeral Home. Once there, Officers developed a tactical plan to set a perimeter around the Involved Citizen's residence and then assess the next course of action. Once on the scene and after establishing a perimeter, the Involved Citizen exited his house and discharged one round in an unknown direction, then fled back into his residence. At that time, R called a barricade and ordered other units to maintain their positions on the perimeter. After a short period of time, the Involved Citizen exited his residence a second time and began to approach the officers with an object in each hand. Witness Officer heard the Involved Citizen say, ""If you're not coming to me, I am coming to you."" The Involved Citizen continued to approach the officers while being ordered to stop and to get onto the ground. One witness officer and a civilian witness stated they heard another gunshot coming from the Involved Citizen. At that time, R discharged two rounds from his patrol rifle striking the Involved Citizen. Two semi-automatic pistols were recovered from the Involved Citizen when officers approached him and began to render him aid. Additionally, one 22 cal. round and one 22 cal. shell casing was recovered by the front door of the Involved Citizens residence. The Involved Citizen was transported to Southern Maryland Hospital where he was pronounce deceased.",PrinceGeorgesCounty,NA
4656793,1/3/2012,1,N,N,B,U,U,NA,NA,3,U;U;U,M;M;M,New Orleans Police Department,"Fatal 3-1-12 C-00236-12. 1 citizen killed. 1 citizen shot. 2 officers shot. Deceased citizen discharged at officers, officers returned fire striking 1 and killing 1. Officers not charged. PO Jason Giroir, Michael Asevado shot and Anthony Mayfield shot. Suspect Justin Sipp BM 20 years old Killed, Earl Sipp BM 25 shot.",NewOrleans,NA
3210692,10/10/2011,1,F,NA,L,M,U,NA,NA,1,U,M,San Jose Police Department,NA,SanJose,NA
2494600,NA,1,N,N,W,M,47,NA,NA,2,U,U,Portland Police Bureau,"On the afternoon of Sunday, May 17, 2015, Central Precinct officers responded to the report of a man leaving a home in the 3900 block of Southeast 14th Avenue after cutting himself with a knife. As officers were responding, additional information was broadcast that the man was 47-year-old Michael Shawn Harrison, that he was armed with a steak knife, and that he was upset over a pending divorce. A resident in the 1500 Block of Southeast Boise Street then called to report that a male armed with a knife and blood on his hands had broken into her house and she was hiding in the basement with two young children. Officers arrived in the area of the home on Boise Street and contacted the woman by phone and were able to evacuate her and the two children out the rear of the home. Neither she nor the children were injured by Harrison. The woman later told investigators that when Harrison saw her in the home, he asked her, ""Are the children home?"" Additional officers began establishing containment in the area of the home, observing Harrison inside the victim's home. Harrison exited the woman's home, armed with a kitchen knife, and sprinted toward officers, who were across the street. Sergeant Martin Padilla, a 17-year-veteran of the Bureau, fired a less-lethal shotgun at Harrison and Officer Raelynn McKay, a three-year-veteran of the Bureau, fired her handgun as Harrison sprinted toward them, threatening them with the knife. Harrison continued running after the shots were fired, and ran between Officer McKay and Sergeant Padilla, slamming into the side of a house. Officers were able to quickly take Harrison into custody after a brief struggle. Medical personnel, who were in the area on standby for the initial call, were able to quickly provide medical aid and transported to the hospital. Harrison was released from the hospital and on June 5, 2015, he was indicted on charges of first-degree burglary, unlawful use of a weapon and menacing.",Portland,https://www.portlandoregon.gov/police/article/537236
3632388,1/7/2012,1,F,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,NA
1597246,9/1/2011,1,N,Y,L,M,22,Robbery,>/=1,1,B,M,Charlotte-Mecklenburg Police Department,"officer answered a 911 call and confronted a group suspected of robbery. officer 1 gave chase to one of the suspects and a struggle ensued. officer 1's secondary weapon fell out of its holster and a H M picked it up and pointed it at one of the suspects. officer 1 and officer 2 gave loud verbal commands for the M to drop the gun, but he would not comply and turned and pointed it at officer 2 and was shot by officer 2.",CharlotteMecklenburg,NA
1638671,10/11/2010,1,N,Y,U,M,U,NA,NA,1,W,M,Albuquerque Police Department,NA,Albuquerque,NA
1794063,NA,1,N,Y,U,U,U,NA,NA,1,NA,M,St. Louis Metro Police Department,NA,St. Louis,Handgun
2795824,7/8/1905,1,F,U,U,U,U,NA,NA,NA,NA,U,Memphis Police Department,NA,Memphis,NA
4290252,12/1/2012,1,F,Y,B,U,U,NA,NA,7,U;U;U;U;U;U;U,M;M;M;M;M;M;M,New Orleans Police Department,"Fatality 1-12-12 A-16035-12. Citizen shot at officers. Officers returned fire. 1 citizen killed. 2 citizens shot. Officers not charged. PO’s Melvin Hunter, Benjamin Slates, Jerome Shannon, Lawrence Fortuna, Jamal Kendrick and Kevin Blacher. PO Ryan Washington was grazed by the suspects bullet. Suspect killed Donald Johnson BM 21 years old. Suspects shot Andrea and Jubbard Price, BF, BM.",NewOrleans,NA
3043817,5/1/2012,1,N,U,L,M,U,NA,NA,2,H;H,M;M,Los Angeles Police Department,NA,LosAngeles,Hit
2467796,NA,1,N,Y,B,M,51,Robbery,NA,2,B;W,M;M,Austin Police Department,NA,Austin,No Hits
2852714,NA,1,N,N,L,M,24,Kidnapping; injury to child,1,1,H,M,Dallas Police Department,http://dallaspolice.net/reports/OIS/narrative/2011/OIS_2011_302639Y.pdf,Dallas,NO HITS
2370081,NA,1,N,U,W,M,24,NA,1,1,L,M,Chicago Police Department,NA,Chicago,MICHAEL ADAMS
1789408,NA,1,N,N,L,M,U,NA,NA,NA,WHITE,MALE,Cincinnati Police Department,NA,Cincinnati,10:50:00 no hits no hits
1951978,NA,1,F,N,U,U,U,stolen vehicle,NA,2,U,U,Honolulu Police Department,"Officers approached stolen vehicle.  Driver drove at officers, struck a police vehicle and nearly struck officers.  Two officers fired multiple rounds, fatally striking the suspect.  Passenger was uninjured and arrested for car break-in.  Incident classified as first-degree attempted murder.",Honolulu,Armed with vehicle.
4205752,NA,1,F,N,W,M,U,Off-duty officer intervened in dispute between business owner and patron; became a physical altercation.,4,1,L,M,City of Miami Police Department,NA,City of Miami,Knife.
2005202,NA,1,F,NA,W,F,U,NA,NA,1,U,F,San Jose Police Department,NA,SanJose,NA
688629,NA,1,N,Y,W,M,47,Domestic Disturbance,NA,2,W;H,M;F,San Antonio Police Department,NA,San Antonio,NA
4255280,NA,1,N,Y,U,M,U,Traffic,NA,2,U,U,Philadelphia Police Department,"On Saturday, May 30, 2015, at approximately 7:23 P.M., uniformed officers, in a marked police vehicle, observed a silver Infiniti, in the 1400 block of S. 18th Street. The officers checked the license plate through their Mobile Data Terminal, which revealed that the license plate was registered to a Nissan. The officers signaled for the male operator to stop. The vehicle fled at a high rate of speed through several streets and eventually struck a parked unoccupied vehicle and the exterior of a building in the 1400 block of Wharton Street. The male exited the vehicle and fled on foot with a handgun in his hand. Uniformed officers pursued the offender, on foot, for several blocks, while giving him verbal commands to stop and surrender. In the 1200 block of S. Carlisle Street, the offender partially turned toward the officers, while still holding the gun in his hand. In response two officers discharged their weapons, missing the offender. The offender fell to the ground and dropped his weapon in the 1200 block of S. Carlisle Street. The offender got back up and ran north on Carlisle Street, where a third uniformed officer deployed an Electronic Control Weapon at him. The offender then ran west in the 1400 block of Federal Street, where he was apprehended after a brief struggle. The offender was treated at Jefferson University Hospital for minor lacerations. The offenders’ firearm, a .40 caliber semi-automatic pistol, with an extended magazine, and an obliterated serial number, loaded with 20 live rounds, was recovered at the scene. There were no other injuries as a result of this incident.",Philadelphia,No hits
4232316,7/4/1905,1,U,NA,U,U,U,NA,NA,NA,U,U,Detroit Police Department,NA,Detroit,NA
1633580,NA,1,N,U,B,M,20-29,NA,21,2,L;W,M;M,Chicago Police Department,NA,Chicago,NA
989283,3/8/2012,1,N,N,B,U,U,NA,NA,1,B,M,Houston Police Department,Officer observed a suspicious male walking between cars in business parking lot. The officer stopped the suspect to talk to him at which time the suspect ran from the officer and jumped into a waiting vehicle. The driver drove at the officer causing the officer to fire his weapon at the driver fearing that he was going to be run over.,Houston,One victim armed with vehicle. NO HITS
4024993,NA,1,N,U,L,M,40-49,NA,NA,1,W,M,Chicago Police Department,NA,Chicago,NA
4848585,6/6/2013,1,N,NA,B,M,27,NA,NA,1,B,M,Columbus Police Department,Mr. Hughes sustained multiple gunshot wounds.,Columbus,"Shooting, non-fatal"
993580,NA,1,N,U,L,M,U,NA,NA,NA,BLACK,MALE,Cincinnati Police Department,NA,Cincinnati,05:00:00 no hits no hits
3334019,NA,1,N,U,U,U,U,NA,NA,NA,NA,U,Las Vegas Metropolitan Police Department,NA,LasVegas,"ALL INFO MISSING, NO LINKS"
